NationalDrugCode,NdcDescription,NumberOfClaims
5352023,METHAZOLAMID TAB 50MG,5
5355043,SULINDAC     TAB 150MG,4
5355134,SULINDAC     TAB 200MG,1
5355143,SULINDAC     TAB 200MG,2
5356223,METHOCARBAM  TAB 500MG,5
5356231,METHOCARBAM  TAB 500MG,1
5356323,METHOCARBAM  TAB 750MG,5
5356331,METHOCARBAM  TAB 750MG,1
5356434,HYDRALAZINE  TAB 25MG,1
5370823,FUROSEMIDE   TAB 20MG,25
5370923,FUROSEMIDE   TAB 40MG,13
5374323,DIPYRIDAMOLE TAB 25MG,2
5375234,HYDROCHLOROT TAB 25MG,77
5375334,HYDROCHLOROT TAB 50MG,12
5376123,INDOMETHACIN CAP 25MG,2
5376223,INDOMETHACIN CAP 50MG,11
5376818,DOXYCYCL HYC CAP 100MG,3
5376831,DOXYCYCL HYC CAP 100MG,2
5379023,DIPYRIDAMOLE TAB 50MG,1
5379123,DIPYRIDAMOLE TAB 75MG,30
5381638,ZEBETA       TAB 5MG,3
5385031,METHYLDOPA   TAB 250MG,1
5385043,METHYLDOPA   TAB 250MG,5
5385143,METHYLDOPA   TAB 500MG,9
5386523,LEDERCILL VK TAB 250MG,1
5386623,LEDERCILL VK TAB 500MG,1
5389718,SUPRAX       TAB 400MG,42
5389723,SUPRAX       TAB 400MG,10
5389794,SUPRAX       TAB 400MG,5
5389840,SUPRAX       SUS 100/5ML,10
5389842,SUPRAX       SUS 100/5ML,3
5389846,SUPRAX       SUS 100/5ML,4
5389923,SUPRAX       TAB 200MG,1
5417719,CENTRUM      TAB SILVER,23
5417758,CENTRUM      TAB SILVER,2
5417790,CENTRUM      TAB SILVER,3
5423720,CENTRUM KIDS CHW COMPLETE,2
5423916,CENTRUM      TAB,1
5432960,CENTRUM      TAB CARDIO,1
5434361,CENTRUM      LIQ,2
5434462,CENTRUM      LIQ,5
5436556,CENTRUM SPEC PAK PRENATAL,2
5436760,CENTRUM SPEC TAB VISION,2
5443623,ARTANE       TAB 5MG,1
5445174,CENTRUM      TAB,26
5446119,CENTRUM      CHW SILVER,32
5446367,CENTRUM      TAB SILVER,1
5446443,MAXZIDE-25MG TAB,1
5450723,METHOTREXATE TAB 2.5MG,70
5452835,CENTRUM      CHW,63
5452861,CENTRUM      CHW,17
5453638,LEUCOVOR CA  TAB 5MG,4
5455019,OCUVITE      TAB,1
5456523,NEPTAZANE    TAB 25MG,1
5460923,PROPYLTHIOUR TAB 50MG,8
5475650,CENTRUM      TAB SILVER,41
5475664,CENTRUM      TAB SILVER,1
5475756,CENTRUM      TAB ULTRA,4
5475850,CENTRUM      TAB SILVER,5
5487523,ACHROMYCIN V CAP 500MG,1
5509323,PYRAZINAMIDE TAB 500MG,6
5534323,MINOCIN      CAP 50MG,53
5534418,MINOCIN      CAP 100MG,225
5542918,NILSTAT      SUS 100000U,4
5542965,NILSTAT      SUS 100000U,2
5550919,CALTRATE +D  TAB 600-800,62
5550924,CALTRATE +D  TAB 600-800,4
5550925,CALTRATE +D  TAB 600-800,9
5551020,CALTRATE 600 TAB,2
5555619,CALTRATE+D   TAB 600-800,4
5556023,MATERNA      TAB,10
5556710,CALTRATE 600 CHW +D PLUS,2
5556719,CALTRATE 600 CHW +D PLUS,8
5556819,CALTRATE 600 CHW +D,17
5558611,MATERNA      TAB,1
5921823,DECLOMYCIN   TAB 150MG,2
5927029,DECLOMYCIN   TAB 300MG,2
5937523,MINOCYCLINE  TAB 50MG,1
6000510,BELSOMRA     TAB 5MG,11
6000530,BELSOMRA     TAB 5MG,2823
6001468,VASOTEC      TAB 2.5MG,14
6001954,PRINIVIL     TAB 5MG,2535
6001958,PRINIVIL     TAB 5MG,49
6001972,PRINIVIL     TAB 5MG,1
6001982,PRINIVIL     TAB 5MG,10
6001987,PRINIVIL     TAB 5MG,1
6001994,PRINIVIL     TAB 5MG,3
6003121,FOSAMAX      TAB 70MG,1789
6003144,FOSAMAX      TAB 70MG,88649
6003220,STROMECTOL   TAB 3MG,43879
6003310,BELSOMRA     TAB 10MG,52
6003330,BELSOMRA     TAB 10MG,22534
6004168,DECADRON     TAB 0.5MG,1
6004268,HYDRODIURIL  TAB 25MG,2
6004368,MEPHYTON     TAB 5MG,1305
6004768,VIVACTIL     TAB 10MG,2
6004968,DARANIDE     TAB 50MG,2
6005068,INDOCIN      CAP 50MG,5
6005268,INVERSINE    TAB 2.5MG,1
6006312,DECADRON     PAK 0.75MG,2
6006368,DECADRON     TAB 0.75MG,3
6006568,EDECRIN      TAB 25MG,446
6007131,PROPECIA     TAB 1MG,4541
6007154,PROPECIA     TAB 1MG,1467
6007201,PROSCAR      TAB 5MG,19
6007228,PROSCAR      TAB 5MG,373
6007231,PROSCAR      TAB 5MG,9839
6007258,PROSCAR      TAB 5MG,6190
6007282,PROSCAR      TAB 5MG,32
6007721,FOSAMAX      TAB 35MG,211
6007744,FOSAMAX      TAB 35MG,6956
6007861,JANUMET XR   TAB 50-500MG,24671
6007862,JANUMET XR   TAB 50-500MG,1086
6007882,JANUMET XR   TAB 50-500MG,166
6008061,JANUMET XR   TAB 50-1000,243125
6008062,JANUMET XR   TAB 50-1000,15852
6008082,JANUMET XR   TAB 50-1000,708
6008131,JANUMET XR   TAB 100-1000,148002
6008154,JANUMET XR   TAB 100-1000,13752
6008182,JANUMET XR   TAB 100-1000,1335
6009068,EDECRIN      TAB 50MG,1
6009750,DECADRON     TAB 4MG,2
6010628,PRINIVIL     TAB 10MG,4
6010631,PRINIVIL     TAB 10MG,2
6010654,PRINIVIL     TAB 10MG,6579
6010658,PRINIVIL     TAB 10MG,59
6010672,PRINIVIL     TAB 10MG,3
6010682,PRINIVIL     TAB 10MG,54
6010687,PRINIVIL     TAB 10MG,4
6010694,PRINIVIL     TAB 10MG,16
6011201,JANUVIA      TAB 50MG,339
6011228,JANUVIA      TAB 50MG,10761
6011231,JANUVIA      TAB 50MG,737559
6011254,JANUVIA      TAB 50MG,235450
6011701,SINGULAIR    TAB 10MG,407
6011728,SINGULAIR    TAB 10MG,12002
6011731,SINGULAIR    TAB 10MG,1941500
6011754,SINGULAIR    TAB 10MG,542140
6011780,SINGULAIR    TAB 10MG,281137
6013910,STROMECTOL   TAB 6MG,4
6014031,PRINZIDE     TAB 20-12.5,24
6014058,PRINZIDE     TAB 20-12.5,1420
6014231,PRINZIDE     TAB 20-25MG,1
6014258,PRINZIDE     TAB 20-25MG,5
6014531,PRINZIDE     TAB 10-12.5,9
6014558,PRINZIDE     TAB 10-12.5,536
6015030,INDOCIN      SUP 50MG,1
6017368,VASERETIC    TAB 5-12.5MG,1
6020728,PRINIVIL     TAB 20MG,4
6020731,PRINIVIL     TAB 20MG,3
6020754,PRINIVIL     TAB 20MG,8505
6020758,PRINIVIL     TAB 20MG,222
6020782,PRINIVIL     TAB 20MG,77
6020787,PRINIVIL     TAB 20MG,1
6021231,FOSAMAX      TAB 40MG,51
6022101,JANUVIA      TAB 25MG,112
6022128,JANUVIA      TAB 25MG,5165
6022131,JANUVIA      TAB 25MG,153141
6022154,JANUVIA      TAB 25MG,55825
6022761,ISENTRESS    TAB 400MG,355861
6023758,PRINIVIL     TAB 40MG,75
6026601,MAXALT       TAB 5MG,1
6026606,MAXALT       TAB 5MG,96
6026609,MAXALT       TAB 5MG,278
6026612,MAXALT       TAB 5MG,7686
6026618,MAXALT       TAB 5MG,4148
6026706,MAXALT       TAB 10MG,558
6026709,MAXALT       TAB 10MG,2894
6026712,MAXALT       TAB 10MG,118681
6026718,MAXALT       TAB 10MG,82618
6027044,FOSAMAX + D  TAB 70-5600,35704
6027501,SINGULAIR    CHW 5MG,78
6027528,SINGULAIR    CHW 5MG,1384
6027531,SINGULAIR    CHW 5MG,463651
6027554,SINGULAIR    CHW 5MG,75519
6027582,SINGULAIR    CHW 5MG,18978
6027701,JANUVIA      TAB 100MG,786
6027702,JANUVIA      TAB 100MG,29958
6027728,JANUVIA      TAB 100MG,33236
6027731,JANUVIA      TAB 100MG,2863723
6027733,JANUVIA      TAB 100MG,60608
6027754,JANUVIA      TAB 100MG,568650
6027782,JANUVIA      TAB 100MG,333255
6032510,BELSOMRA     TAB 15MG,9
6032530,BELSOMRA     TAB 15MG,14019
6033510,BELSOMRA     TAB 20MG,25
6033530,BELSOMRA     TAB 20MG,42887
6035101,ZONTIVITY    TAB 2.08MG,2
6035131,ZONTIVITY    TAB 2.08MG,926
6035154,ZONTIVITY    TAB 2.08MG,46
6046068,URECHOLINE   TAB 50MG,1
6046102,EMEND        CAP 80MG,11168
6046105,EMEND        CAP 80MG,546
6046106,EMEND        CAP 80MG,6552
6046130,EMEND        CAP 80MG,111
6046201,EMEND        CAP 125MG,3
6046205,EMEND        CAP 125MG,26
6046206,EMEND        CAP 125MG,398
6046230,EMEND        CAP 125MG,8
6046401,EMEND        CAP 40MG,30
6046405,EMEND        CAP 40MG,4438
6046410,EMEND        CAP 40MG,13955
6047361,ISENTRESS    CHW 25MG,4
6047761,ISENTRESS    CHW 100MG,418
6053531,JUVISYNC     TAB 50-20MG,1
6053554,JUVISYNC     TAB 50-20MG,72
6054328,ZOCOR        TAB 80MG,49
6054331,ZOCOR        TAB 80MG,3172
6054354,ZOCOR        TAB 80MG,1999
6054382,ZOCOR        TAB 80MG,312
6056840,ZOLINZA      CAP 100MG,1272
6057143,CRIXIVAN     CAP 200MG,43
6057318,CRIXIVAN     CAP 400MG,5
6057340,CRIXIVAN     CAP 400MG,182
6057354,CRIXIVAN     CAP 400MG,1136
6057362,CRIXIVAN     CAP 400MG,3913
6057465,CRIXIVAN     CAP 333MG,10
6057552,JANUMET      TAB 50-500MG,303
6057561,JANUMET      TAB 50-500MG,452379
6057562,JANUMET      TAB 50-500MG,53737
6057582,JANUMET      TAB 50-500MG,8523
6057752,JANUMET      TAB 50-1000,213
6057761,JANUMET      TAB 50-1000,1175505
6057762,JANUMET      TAB 50-1000,173213
6057782,JANUMET      TAB 50-1000,18462
6060268,CUPRIMINE    CAP 250MG,91
6061968,HYDROCORTONE TAB 10MG,29
6066168,SYPRINE      CAP 250MG,14
6069068,DEMSER       CAP 250MG,22
6069331,INDOCIN SR   CAP 75MG,2
6069361,INDOCIN SR   CAP 75MG,1
6069761,DOLOBID      TAB 500MG,2
6070520,NOROXIN      TAB 400MG,4178
6070528,NOROXIN      TAB 400MG,20
6070568,NOROXIN      TAB 400MG,362
6071021,FOSAMAX + D  TAB 70-2800,69
6071044,FOSAMAX + D  TAB 70-2800,131726
6071101,SINGULAIR    CHW 4MG,27
6071128,SINGULAIR    CHW 4MG,947
6071131,SINGULAIR    CHW 4MG,238299
6071154,SINGULAIR    CHW 4MG,31018
6071228,VASOTEC      TAB 5MG,4
6071268,VASOTEC      TAB 5MG,27
6071368,VASOTEC      TAB 10MG,24
6071428,VASOTEC      TAB 20MG,1
6071468,VASOTEC      TAB 20MG,29
6071701,HYZAAR       TAB 50-12.5,48
6071728,HYZAAR       TAB 50-12.5,935
6071731,HYZAAR       TAB 50-12.5,110284
6071754,HYZAAR       TAB 50-12.5,65075
6071758,HYZAAR       TAB 50-12.5,366
6071782,HYZAAR       TAB 50-12.5,10978
6071786,HYZAAR       TAB 50-12.5,21
6072068,VASERETIC    TAB 10-25MG,14
6072628,ZOCOR        TAB 5MG,43
6072631,ZOCOR        TAB 5MG,1332
6072654,ZOCOR        TAB 5MG,116
6072661,ZOCOR        TAB 5MG,2
6072682,ZOCOR        TAB 5MG,1
6073161,MEVACOR      TAB 20MG,610
6073194,MEVACOR      TAB 20MG,2
6073261,MEVACOR      TAB 40MG,339
6073528,ZOCOR        TAB 10MG,118
6073531,ZOCOR        TAB 10MG,4533
6073554,ZOCOR        TAB 10MG,5100
6073561,ZOCOR        TAB 10MG,7
6073582,ZOCOR        TAB 10MG,314
6073587,ZOCOR        TAB 10MG,4
6074028,ZOCOR        TAB 20MG,481
6074031,ZOCOR        TAB 20MG,20043
6074054,ZOCOR        TAB 20MG,11533
6074061,ZOCOR        TAB 20MG,26
6074082,ZOCOR        TAB 20MG,768
6074087,ZOCOR        TAB 20MG,5
6074528,HYZAAR       TAB 100-12.5,1634
6074531,HYZAAR       TAB 100-12.5,65301
6074554,HYZAAR       TAB 100-12.5,16681
6074582,HYZAAR       TAB 100-12.5,94
6074586,HYZAAR       TAB 100-12.5,2
6074728,HYZAAR       TAB 100-25,872
6074731,HYZAAR       TAB 100-25,215009
6074754,HYZAAR       TAB 100-25,96039
6074758,HYZAAR       TAB 100-25,891
6074781,HYZAAR       TAB 100-25,14
6074782,HYZAAR       TAB 100-25,15379
6074928,ZOCOR        TAB 40MG,323
6074931,ZOCOR        TAB 40MG,15775
6074954,ZOCOR        TAB 40MG,10552
6074961,ZOCOR        TAB 40MG,10
6074982,ZOCOR        TAB 40MG,2187
6075331,JUVISYNC     TAB 100-10MG,57
6075354,JUVISYNC     TAB 100-10MG,58
6075731,JUVISYNC     TAB 100-20MG,1604
6075754,JUVISYNC     TAB 100-20MG,166
6077331,JUVISYNC     TAB 100-40MG,1608
6077354,JUVISYNC     TAB 100-40MG,19
6090736,MINTEZOL     CHW 500MG,13
6092531,FOSAMAX      TAB 5MG,252
6092558,FOSAMAX      TAB 5MG,138
6093128,FLEXERIL     TAB 10MG,1
6093168,FLEXERIL     TAB 10MG,8
6093601,FOSAMAX      TAB 10MG,2
6093628,FOSAMAX      TAB 10MG,18
6093631,FOSAMAX      TAB 10MG,1371
6093658,FOSAMAX      TAB 10MG,529
6093682,FOSAMAX      TAB 10MG,46
6094268,CLINORIL     TAB 200MG,219
6095101,COZAAR       TAB 25MG,6
6095128,COZAAR       TAB 25MG,776
6095154,COZAAR       TAB 25MG,83850
6095158,COZAAR       TAB 25MG,429
6095182,COZAAR       TAB 25MG,4208
6095187,COZAAR       TAB 25MG,4
6095201,COZAAR       TAB 50MG,49
6095228,COZAAR       TAB 50MG,2541
6095231,COZAAR       TAB 50MG,154254
6095254,COZAAR       TAB 50MG,152700
6095258,COZAAR       TAB 50MG,1138
6095282,COZAAR       TAB 50MG,47727
6095287,COZAAR       TAB 50MG,16044
6096001,COZAAR       TAB 100MG,90
6096028,COZAAR       TAB 100MG,1421
6096031,COZAAR       TAB 100MG,172918
6096054,COZAAR       TAB 100MG,146160
6096058,COZAAR       TAB 100MG,1005
6096082,COZAAR       TAB 100MG,21155
6096086,COZAAR       TAB 100MG,30
6096328,PEPCID       TAB 20MG,6
6096331,PEPCID       TAB 20MG,168
6096358,PEPCID       TAB 20MG,224
6096428,PEPCID       TAB 40MG,4
6096431,PEPCID       TAB 40MG,612
6096458,PEPCID       TAB 40MG,347
6096494,PEPCID       TAB 40MG,1
6171131,SINGULAIR    CHW 4MG,1547
6171154,SINGULAIR    CHW 4MG,102
6302500,ZINPLAVA     SOL 25MG/ML,9
6302501,ZINPLAVA     SOL 25MG/ML,1
6302601,KEYTRUDA     INJ 100MG/4M,6
6302602,KEYTRUDA     INJ 100MG/4M,694
6302902,KEYTRUDA     SOL 50MG,2
6306100,EMEND        SOL 150MG,207
6306603,EMEND        SUS 125MG,42
6306901,PIFELTRO     TAB 100MG,547
6307401,ZEPATIER     TAB 50-100MG,10
6307402,ZEPATIER     TAB 50-100MG,3886
6307502,PREVYMIS     TAB 240MG,63
6307504,PREVYMIS     TAB 240MG,47
6307602,PREVYMIS     TAB 480MG,501
6307604,PREVYMIS     TAB 480MG,50
6308001,ISENTRESS HD TAB 600MG,3081
6323966,DIURIL       SUS 250/5ML,192
6327538,COGENTIN     INJ 1MG/ML,2
6328974,PERIACTIN    SYP 2MG/5ML,1
6333160,MINTEZOL     SUS 500/5ML,2
6336603,TIMOPTIC     SOL 0.25% OP,3
6336703,TIMOPTIC     SOL 0.5% OP,17
6336710,TIMOPTIC     SOL 0.5% OP,1
6336712,TIMOPTIC     SOL 0.5% OP,2
6337666,INDOCIN      SUS 25MG/5ML,88
6338060,LACRISERT    MIS 5MG OP,76
6351458,PRIMAXIN IV  INJ 250MG,351
6351659,PRIMAXIN IV  INJ 500MG,1726
6351775,PRIMAXIN IV  INJ 500MG,17
6351903,TRUSOPT      SOL 2% OP,3
6351910,TRUSOPT      SOL 2% OP,71
6351935,TRUSOPT      SOL 2% OP,91
6351936,TRUSOPT      SOL 2% OP,14895
6353892,PEPCID       SUS 40MG/5ML,1405
6355158,PRIMAXIN IV  INJ 250MG,123
6355259,PRIMAXIN IV  INJ 500MG,354
6355348,PEPCID RPD   TAB 20MG,1
6355703,TIMOPTIC-XE  SOL 0.25% OP,5
6355735,TIMOPTIC-XE  SOL 0.25% OP,208
6355803,TIMOPTIC-XE  SOL 0.5% OP,107
6355832,TIMOPTIC-XE  SOL 0.5% OP,5
6355835,TIMOPTIC-XE  SOL 0.5% OP,3882
6358275,PRIMAXIN IM  INJ 500MG,87
6360360,ISENTRESS    POW 100MG,57
6360361,ISENTRESS    POW 100MG,43
6362803,COSOPT       SOL 2-0.5%OP,35
6362810,COSOPT       SOL 2-0.5%OP,183
6362835,COSOPT       SOL 2-0.5%OP,236
6362836,COSOPT       SOL 2-0.5%OP,82722
6362960,COSOPT PF    SOL,13290
6362962,COSOPT PF    SOL,271
6366659,PRIMAXIN IV  INJ 500MG,1
6380001,MAXALT-MLT   TAB 5MG,198
6380006,MAXALT-MLT   TAB 5MG,198
6380009,MAXALT-MLT   TAB 5MG,690
6380012,MAXALT-MLT   TAB 5MG,7074
6380018,MAXALT-MLT   TAB 5MG,3346
6380101,MAXALT-MLT   TAB 10MG,480
6380106,MAXALT-MLT   TAB 10MG,726
6380109,MAXALT-MLT   TAB 10MG,3268
6380112,MAXALT-MLT   TAB 10MG,109699
6380118,MAXALT-MLT   TAB 10MG,67209
6382210,CANCIDAS     INJ 50MG,1677
6382310,CANCIDAS     INJ 70MG,89
6383334,FOSAMAX      SOL,5482
6384130,SINGULAIR    GRA 4MG,43639
6384345,INVANZ       INJ 1GM,2
6384371,INVANZ       INJ 1GM,63842
6384501,INVANZ       INJ 1GM,16
6384571,INVANZ       INJ 1GM,2487
6386203,EMEND        PAK 80 & 125,63853
6388432,EMEND        SOL 115MG,8
6391568,SINEMET      TAB 10-100MG,76
6391668,SINEMET      TAB 25-100MG,4306
6391768,SINEMET      TAB 25-250MG,571
6391868,SINEMET CR   TAB 25-100MG,803
6391968,SINEMET CR   TAB 50-200MG,1661
6393130,ZIOPTAN      DRO 0.0015%,26823
6393154,ZIOPTAN      DRO 0.0015%,452
6394132,EMEND        SOL 150MG,354
6404500,GARDASIL     INJ,393
6404501,GARDASIL     INJ,15
6404541,GARDASIL     INJ,118
6404720,ROTATEQ      SOL,9
6409301,RECOMBIVA HB INJ 5MCG/0.5,1
6409302,RECOMBIVA HB INJ 5MCG/0.5,1
6409309,RECOMBIVA HB INJ 5MCG/0.5,10
6409401,RECOMBIVA HB INJ 10MCG/ML,1
6409402,RECOMBIVA HB INJ 10MCG/ML,16
6409409,RECOMBIVA HB INJ 10MCG/ML,15
6409502,VAQTA        INJ 25/0.5ML,8
6409509,VAQTA        INJ 25/0.5ML,1
6409601,VAQTA        INJ 50UNT/ML,43
6409602,VAQTA        INJ 50UNT/ML,2855
6409606,VAQTA        INJ 50UNT/ML,1
6409609,VAQTA        INJ 50UNT/ML,10
6410901,GARDASIL     INJ,2
6410902,GARDASIL     INJ,14
6410906,GARDASIL     INJ,21
6410909,GARDASIL     INJ,82
6410931,GARDASIL     INJ,8
6411901,GARDASIL 9   INJ,16
6411903,GARDASIL 9   INJ,1794
6412101,GARDASIL 9   INJ,21
6412102,GARDASIL 9   INJ,1656
6413301,TET/DIP TOX  INJ 2-2 LF,34
6413341,TET/DIP TOX  INJ 2-2 LF,7494
6417100,PROQUAD      INJ,3
6422930,GRASTEK      SUB 2800BAU,168
6430501,RENFLEXIS    INJ 100MG,1
6430502,RENFLEXIS    INJ 100MG,20
6458900,ATTENUVAX    INJ LIVE,12
6467300,MERUVAX II   INJ LIVE,3
6468100,M-M-R II     INJ,10396
6468101,M-M-R II     INJ,150
6473900,PNEUMOVAX 23 INJ 25/0.5,147
6474900,M-M-R II     INJ LIVE,3
6475300,MUMPSVAX     INJ LIVE,1
6479200,PEDVAX HIB   INJ,5
6482600,VARIVAX      INJ,230
6482700,VARIVAX      INJ,2272
6482701,VARIVAX      INJ,53
6483101,VAQTA        INJ 25/0.5ML,2
6483141,VAQTA        INJ 25/0.5ML,39
6483701,PNEUMOVAX 23 INJ 25/0.5,30
6483702,PNEUMOVAX 23 INJ 25/0.5,307
6483703,PNEUMOVAX 23 INJ 25/0.5,4168
6484100,VAQTA        INJ 50UNT/ML,399
6484101,VAQTA        INJ 50UNT/ML,57
6484141,VAQTA        INJ 50UNT/ML,851
6489700,PEDVAX HIB   INJ,426
6489701,PEDVAX HIB   INJ,10
6489800,COMVAX       INJ,13
6494300,PNEUMOVAX 23 INJ 25/0.5,758
6494301,PNEUMOVAX 23 INJ 25/0.5,4
6496300,ZOSTAVAX     INJ,119319
6496301,ZOSTAVAX     INJ,514
6496341,ZOSTAVAX     INJ,261340
6498100,RECOMBIVA HB INJ 5MCG/0.5,17
6499200,RECOMBIVA-HB INJ 40MCG/ML,21
6499500,RECOMBIVA HB INJ 10MCG/ML,88
6499541,RECOMBIVA HB INJ 10MCG/ML,74
6499900,PROQUAD      INJ,2
6500701,DELSTRIGO    TAB,40
6536303,STEGLATRO    TAB 5MG,987
6536306,STEGLATRO    TAB 5MG,79
6536307,STEGLATRO    TAB 5MG,3
6536403,STEGLATRO    TAB 15MG,1210
6536406,STEGLATRO    TAB 15MG,64
6536407,STEGLATRO    TAB 15MG,3
6536703,STEGLUJAN    TAB 5-100MG,70
6536706,STEGLUJAN    TAB 5-100MG,14
6536803,STEGLUJAN    TAB 15-100MG,74
6536806,STEGLUJAN    TAB 15-100MG,10
6536903,SEGLUROMET   TAB 2.5-500,18
6537003,SEGLUROMET   TAB 7.5-500,24
6537303,SEGLUROMET   TAB 2.5-1000,47
6537306,SEGLUROMET   TAB 2.5-1000,1
6537403,SEGLUROMET   TAB 7.5-1000,190
6537406,SEGLUROMET   TAB 7.5-1000,4
6542030,RAGWITEK     SUB,102
6542054,RAGWITEK     SUB,3
6761504,DECADRON     OIN 0.05% OP,1
6762255,DECADRON     ELX 0.5/5ML,2
6762266,DECADRON     ELX 0.5/5ML,7
6762825,DECADRON     INJ 4MG/ML,2
6775331,MUSTARGEN    INJ 10MG,1
6889535,TIMOPTIC     SOL 0.25% OP,119
6889635,TIMOPTIC     SOL 0.5% OP,697
6889636,TIMOPTIC     SOL 0.5% OP,807
6911731,SINGULAIR    TAB 10MG,101168
6911754,SINGULAIR    TAB 10MG,46904
6911780,SINGULAIR    TAB 10MG,172
6927531,SINGULAIR    CHW 5MG,11071
6927554,SINGULAIR    CHW 5MG,2473
6927582,SINGULAIR    CHW 5MG,2
6968960,TIMOPTIC OCU SOL 0.25% OP,29
6969060,TIMOPTIC OCU SOL 0.5% OP,1078
7313016,ANCEF        INJ 1GM,2
7314813,AVANDARYL    TAB 8-2MG,171
7314913,AVANDARYL    TAB 8-4MG,823
7315113,AVANDARYL    TAB 4-1MG,2591
7315213,AVANDARYL    TAB 4-2MG,14193
7315313,AVANDARYL    TAB 4-4MG,12426
7315518,ANDRODERM    DIS 2.5MG/24,3
7315613,ANDRODERM    DIS 5MG/24HR,2
7316318,AVANDAMET    TAB 2-1000MG,20090
7316418,AVANDAMET    TAB 4-1000MG,45451
7316618,AVANDAMET    TAB 1-500MG,22
7316718,AVANDAMET    TAB 2-500MG,30717
7316720,AVANDAMET    TAB 2-500MG,73
7316818,AVANDAMET    TAB 4-500MG,18649
7316820,AVANDAMET    TAB 4-500MG,67
7323001,ARIXTRA      SOL 2.5/0.5,103
7323002,ARIXTRA      SOL 2.5/0.5,1157
7323011,ARIXTRA      SOL 2.5/0.5,4847
7323201,ARIXTRA      SOL 5.0/0.4,39
7323202,ARIXTRA      SOL 5.0/0.4,103
7323211,ARIXTRA      SOL 5.0/0.4,1226
7323401,ARIXTRA      SOL 7.5/0.6,96
7323402,ARIXTRA      SOL 7.5/0.6,794
7323411,ARIXTRA      SOL 7.5/0.6,5282
7323601,ARIXTRA      SOL 10/0.8,40
7323602,ARIXTRA      SOL 10/0.8,411
7323611,ARIXTRA      SOL 10/0.8,1832
7334415,COMPAZINE    CAP 10MG CR,1
7334615,COMPAZINE    CAP 15MG CR,1
7336003,COMPAZINE    SUP 2.5MG,1
7336203,COMPAZINE    SUP 25MG,1
7336344,COMPAZINE    SYP 5MG/5ML,1
7336620,COMPAZINE    TAB 5MG,1
7336720,COMPAZINE    TAB 10MG,7
7337013,COREG CR     CAP 10MG,122806
7337059,COREG CR     CAP 10MG,449
7337113,COREG CR     CAP 20MG,232232
7337159,COREG CR     CAP 20MG,1413
7337213,COREG CR     CAP 40MG,211576
7337259,COREG CR     CAP 40MG,297
7337313,COREG CR     CAP 80MG,135886
7337359,COREG CR     CAP 80MG,245
7341420,CYTOMEL      TAB 5MCG,4
7341620,CYTOMEL      TAB 25MCG,2
7351215,DEXEDRINE    CAP 5MG CR,1
7351220,DEXEDRINE    CAP 5MG CR,210
7351259,DEXEDRINE    CAP 5MG CR,292
7351315,DEXEDRINE    CAP 10MG CR,3
7351320,DEXEDRINE    CAP 10MG CR,221
7351359,DEXEDRINE    CAP 10MG CR,1341
7351420,DEXEDRINE    CAP 15MG CR,229
7351459,DEXEDRINE    CAP 15MG CR,1615
7351920,DEXEDRINE    TAB 5MG,3
7365021,DYAZIDE      CAP 37.5-25,52
7365022,DYAZIDE      CAP 37.5-25,31419
7365030,DYAZIDE      CAP 37.5-25,4476
7401020,ESKALITH CR  TAB 450MG,19
7411713,FAMVIR       TAB 500MG,3
7411719,FAMVIR       TAB 500MG,1
7413920,COREG        TAB 3.125MG,7381
7414020,COREG        TAB 6.25MG,12913
7414120,COREG        TAB 12.5MG,14352
7414220,COREG        TAB 25MG,24380
7420101,HYCAMTIN     INJ 4MG,6
7420105,HYCAMTIN     INJ 4MG,9
7420511,HYCAMTIN     CAP 0.25MG,210
7420711,HYCAMTIN     CAP 1MG,399
7447120,PARNATE      TAB 10MG,1372
7464013,PROMACTA     TAB 25MG,3255
7464113,PROMACTA     TAB 50MG,4395
7464213,PROMACTA     TAB 75MG,1166
7464313,PROMACTA     TAB 12.5MG,492
7488213,REQUIP XL    TAB 12MG,2167
7488313,REQUIP XL    TAB 6MG,2099
7488513,REQUIP XL    TAB 2MG,7141
7488559,REQUIP XL    TAB 2MG,2095
7488713,REQUIP XL    TAB 4MG,4207
7488759,REQUIP XL    TAB 4MG,1548
7488813,REQUIP XL    TAB 8MG,4754
7488859,REQUIP XL    TAB 8MG,1485
7489014,REQUIP       TAB 0.25MG,17
7489020,REQUIP       TAB 0.25MG,7837
7489120,REQUIP       TAB 0.5MG,9490
7489214,REQUIP       TAB 1MG,31
7489220,REQUIP       TAB 1MG,24440
7489314,REQUIP       TAB 2MG,141
7489320,REQUIP       TAB 2MG,8944
7489420,REQUIP       TAB 5MG,903
7489520,REQUIP       TAB 3MG,2895
7489620,REQUIP       TAB 4MG,2099
7489814,REQUIP       KIT,6
7506011,THORAZINE    INJ 25MG/ML,1
7506615,THORAZINE    CAP 150MG CR,1
7507420,THORAZINE    TAB 25MG,3
7518005,ALTABAX      OIN 1%,3321
7518010,ALTABAX      OIN 1%,2844
7518022,ALTABAX      OIN 1%,32931
7518025,ALTABAX      OIN 1%,2820
7529020,URISPAS      TAB 100MG,1
7550040,ALBENZA      TAB 200MG,2724
8000406,PEN-VEE K    SOL 125/5ML,2
8001901,PHENERGAN    TAB 12.5MG,2
8002635,BICILLIN C-R INJ 1200000U,1
8002702,PHENERGAN    TAB 25MG,42
8002707,PHENERGAN    TAB 25MG,4
